100009239,2
10001204,2
100030661,0
100041213,0
100042597,7
100043330,7
100044441,0
100044611,0
100046193,2
100067409,3
100100198,0
100101224,7
10010378,0
10010866,2
100117767,0
100125522,2
100131093,0
100132529,0
100152996,0
100164251,7
100164307,2
100170722,0
100174710,7
100174744,0
100210694,7
100215696,0
100238815,0
100238980,0
100240275,7
10024735,2
100263186,0
100270182,0
100270221,0
100270727,0
100273297,7
100275737,0
100278175,7
100278299,7
10030522,6
10031588,0
100317405,2
100318843,0
1003305,2
10033416,3
100336612,2
100337813,0
100340008,0
10034617,6
100351514,0
10035508,6
100360904,2
100361641,0
100361692,7
100361781,2
100367585,0
10037896,2
100384242,0
100384366,0
100384480,0
100384684,7
100392741,7
100435564,0
100436102,0
100448381,0
100453996,0
100454216,7
100470939,0
100471803,0
100472150,7
100472176,7
100507352,3
100528121,7
100575536,2
100576362,0
100626858,0
100630049,0
100635695,0
100639488,7
100677011,0
100677517,0
100692168,2
100692508,2
100711286,0
100712720,0
100712746,0
10072608,6
10073264,6
10073451,6
10075038,6
100771220,0
100789820,0
100802583,0
10082875,6
10082913,6
10082999,6
100840205,0
10085424,2
100860460,7
100860818,7
100862934,0
10087567,4
100877281,2
10088890,2
100901832,0
100901905,7
10095071,2
10095110,0
10095471,2
10095659,2
10095730,2
10095748,2
10095756,7
10095772,2
100957986,2
10096230,2
100965831,7
10096868,4
100985424,0
10098623,7
10098631,7
100987257,7
100987354,7
100987460,7
100987508,7
100987648,7
10098917,7
10098925,2
101001371,6
101002165,2
10101314,2
10101322,7
10105182,2
101069235,7
101074115,7
10114645,6
10115447,6
101157223,0
101157592,0
101161310,0
10120131,7
101214324,0
10123474,0
10129863,2
10131388,7
10132384,7
10134492,0
101350881,1
10135570,6
10135936,2
101378840,2
10138994,0
101393148,0
10139346,7
10139982,6
10140051,6
10140760,3
10141375,6
10143556,6
10143572,1
101442955,2
10144765,0
10147225,2
101495048,7
101508492,0
101508646,0
10155422,0
101559054,0
101560532,7
101569947,0
101570031,0
101572727,0
101574916,7
101583761,0
101586515,0
101588496,0
101591624,0
10160141,1
101639295,0
10169750,6
101701799,6
101711085,0
10173234,7
10174494,6
10175351,0
101767510,0
10178767,2
10178881,6
101990901,7
101990928,0
101991100,0
102058563,0
102058652,2
102059098,6
102059179,0
102059225,0
102059365,2
102086338,6
102086354,0
102086486,6
10209379,2
102122571,2
102124388,2
102124531,7
102124566,7
102124639,7
102131155,2
102148104,0
102155909,0
102178097,0
102180288,2
102185506,0
102185689,2
102187860,0
102187924,0
102189749,0
102197032,2
102220263,0
10223436,2
10223967,0
102247081,2
10224718,2
102249237,2
102280495,6
102289611,0
102316121,0
102361509,2
102386773,2
102387079,0
102387427,2
102387541,2
102387605,0
102387672,0
102387770,2
102402604,0
102413304,2
102415188,2
102417466,0
102417512,7
102417547,0
102417598,7
102417610,0
102417733,0
102442550,0
102444820,0
102452113,2
102477485,7
102488061,0
1025538,6
10255770,6
10256211,4
10256300,2
102575380,2
102577846,2
102591288,1
102606013,7
102620105,0
102627819,0
102628025,0
102628084,7
102630844,0
102631123,0
102631271,2
10266216,6
102676046,0
102679452,0
102690235,7
102729069,0
102735433,7
102736413,1
102740836,0
102802025,2
102807159,0
102808210,0
10280871,2
102824665,2
10283447,2
102835985,0
102854416,2
102854807,7
10287159,2
10292586,6
10293272,6
10293515,6
10294228,3
10294813,7
10295119,5
102954178,2
10295593,5
10296581,1
102965927,0
102975795,2
102992738,0
102994331,7
10300899,0
10302913,6
10303928,2
10303987,0
103044256,0
10304665,4
103054588,0
103085009,0
103086340,0
10309098,6
103092862,7
103094199,0
103109439,0
103118047,7
103118110,0
103118292,0
103118705,0
103119159,0
103119191,7
103119213,0
103119230,0
103119272,0
103119311,0
10311939,2
103122419,0
103122796,0
103123130,0
103123156,0
103123199,0
103123211,0
103123237,0
103123253,0
103123911,0
103124071,0
10313206,6
103140581,2
103140841,2
103157085,0
103157841,7
10317147,2
103173544,0
10317414,2
10317422,0
103189173,0
103220151,7
103282998,0
103310983,0
10331301,0
10331310,0
103314903,2
103337491,0
10334530,4
103346627,7
103346732,7
103346791,7
10336427,2
103375384,0
103375465,7
103406344,2
10343067,2
103467220,0
103470093,6
103490311,2
103501789,7
103503480,0
103516590,2
103516891,0
103522981,7
10352309,6
103531301,0
103531513,7
10353275,2
103535292,0
10354395,2
103554441,0
103564993,0
103567470,7
103570713,0
10357793,0
103597875,0
10360131,0
103612688,2
103622616,0
103622748,6
103637621,0
103637681,0
103679677,2
103683291,0
103704311,0
103705554,6
103709410,2
103710621,2
103720006,2
103720201,2
103720693,2
103720979,2
103724389,7
103726144,0
10375082,2
103758089,7
103804421,0
103840621,7
103843809,2
103845216,0
103845259,0
103862340,0
103863133,7
